rank,incomePerSec,Common,Rare,Legendary,RatioCommon,RatioRare,RatioLegendary
1413,1.23E+18,6.51E+28,1.43E+28,3.99E+27,1.8894E-11,8.6014E-11,3.08271E-10
1414,1.27E+18,6.82E+28,1.51E+28,4.20E+27,1.86217E-11,8.4106E-11,3.02381E-10
1415,1.31E+18,7.13E+28,1.59E+28,4.40E+27,1.83731E-11,8.23899E-11,2.97727E-10
1416,1.36E+18,7.45E+28,1.67E+28,4.62E+27,1.8255E-11,8.14371E-11,2.94372E-10
1417,1.40E+18,7.78E+28,1.76E+28,4.84E+27,1.79949E-11,7.95455E-11,2.89256E-10
1418,1.44E+18,8.12E+28,1.85E+28,5.06E+27,1.7734E-11,7.78378E-11,2.84585E-10
1419,1.48E+18,8.47E+28,1.94E+28,5.29E+27,1.74734E-11,7.62887E-11,2.79773E-10
1420,1.52E+18,8.82E+28,2.03E+28,5.53E+27,1.72336E-11,7.48768E-11,2.74864E-10
1421,1.58E+18,9.25E+28,2.15E+28,5.82E+27,1.70811E-11,7.34884E-11,2.71478E-10
1422,1.64E+18,9.69E+28,2.26E+28,6.12E+27,1.69247E-11,7.25664E-11,2.67974E-10
1423,1.69E+18,1.01E+29,2.41E+28,6.42E+27,1.67327E-11,7.01245E-11,2.6324E-10
1424,1.75E+18,1.06E+29,2.57E+28,6.81E+27,1.65094E-11,6.80934E-11,2.56975E-10
1425,1.81E+18,1.10E+29,2.73E+28,7.22E+27,1.64545E-11,6.63004E-11,2.50693E-10
1426,1.87E+18,1.15E+29,2.90E+28,7.64E+27,1.62609E-11,6.44828E-11,2.44764E-10
1427,1.92E+18,1.20E+29,3.08E+28,8.08E+27,1.6E-11,6.23377E-11,2.37624E-10
1428,1.98E+18,1.25E+29,3.26E+28,8.53E+27,1.584E-11,6.07362E-11,2.32122E-10
1429,2.04E+18,1.30E+29,3.45E+28,9.00E+27,1.56923E-11,5.91304E-11,2.26667E-10
1430,2.09E+18,1.35E+29,3.65E+28,9.49E+27,1.54815E-11,5.72603E-11,2.20232E-10
1431,2.17E+18,1.41E+29,3.89E+28,1.01E+28,1.53901E-11,5.57841E-11,2.14851E-10
1432,2.25E+18,1.48E+29,4.15E+28,1.07E+28,1.52027E-11,5.42169E-11,2.1028E-10
1433,2.33E+18,1.54E+29,4.41E+28,1.14E+28,1.51299E-11,5.28345E-11,2.04386E-10
1434,2.41E+18,1.61E+29,4.69E+28,1.20E+28,1.49689E-11,5.13859E-11,2.00833E-10
1435,2.49E+18,1.68E+29,4.97E+28,1.27E+28,1.48214E-11,5.01006E-11,1.96063E-10
1436,2.57E+18,1.75E+29,5.27E+28,1.35E+28,1.46857E-11,4.87666E-11,1.9037E-10
1437,2.65E+18,1.83E+29,5.57E+28,1.42E+28,1.44809E-11,4.75763E-11,1.8662E-10
1438,2.73E+18,1.90E+29,5.89E+28,1.50E+28,1.43684E-11,4.63497E-11,1.82E-10
1439,2.81E+18,1.97E+29,6.22E+28,1.58E+28,1.4264E-11,4.51768E-11,1.77848E-10
1440,2.88E+18,2.05E+29,6.56E+28,1.66E+28,1.40488E-11,4.39024E-11,1.73494E-10
1441,2.99E+18,2.15E+29,6.99E+28,1.77E+28,1.3907E-11,4.27754E-11,1.68927E-10
1442,3.10E+18,2.25E+29,7.43E+28,1.87E+28,1.37778E-11,4.17227E-11,1.65775E-10
1443,3.21E+18,2.35E+29,7.88E+28,1.98E+28,1.36596E-11,4.0736E-11,1.62121E-10
1444,3.32E+18,2.45E+29,8.36E+28,2.10E+28,1.3551E-11,3.97129E-11,1.58095E-10
1445,3.43E+18,2.56E+29,8.85E+28,2.22E+28,1.33984E-11,3.87571E-11,1.54505E-10
1446,3.54E+18,2.67E+29,9.35E+28,2.34E+28,1.32584E-11,3.7861E-11,1.51282E-10
1447,3.65E+18,2.78E+29,9.88E+28,2.47E+28,1.31295E-11,3.69433E-11,1.47773E-10
1448,3.76E+18,2.89E+29,1.04E+29,2.60E+28,1.30104E-11,3.61538E-11,1.44615E-10
1449,3.87E+18,3.00E+29,1.10E+29,2.73E+28,1.29E-11,3.51818E-11,1.41758E-10
1450,3.97E+18,3.12E+29,1.16E+29,2.87E+28,1.27244E-11,3.42241E-11,1.38328E-10
1451,4.13E+18,3.27E+29,1.23E+29,3.05E+28,1.263E-11,3.35772E-11,1.3541E-10
1452,4.28E+18,3.42E+29,1.31E+29,3.23E+28,1.25146E-11,3.26718E-11,1.32508E-10
1453,4.43E+18,3.57E+29,1.38E+29,3.42E+28,1.2409E-11,3.21014E-11,1.29532E-10
1454,4.58E+18,3.73E+29,1.46E+29,3.61E+28,1.22788E-11,3.13699E-11,1.2687E-10
1455,4.73E+18,3.89E+29,1.55E+29,3.81E+28,1.21594E-11,3.05161E-11,1.24147E-10
1456,4.88E+18,4.06E+29,1.63E+29,4.02E+28,1.20197E-11,2.99387E-11,1.21393E-10
1457,5.03E+18,4.22E+29,1.72E+29,4.23E+28,1.19194E-11,2.92442E-11,1.18913E-10
1458,5.18E+18,4.39E+29,1.82E+29,4.45E+28,1.17995E-11,2.84615E-11,1.16404E-10
1459,5.33E+18,4.56E+29,1.91E+29,4.68E+28,1.16886E-11,2.79058E-11,1.13889E-10
1460,5.48E+18,4.74E+29,2.01E+29,4.91E+28,1.15612E-11,2.72637E-11,1.11609E-10
1461,5.69E+18,4.96E+29,2.13E+29,5.20E+28,1.14718E-11,2.67136E-11,1.09423E-10
1462,5.90E+18,5.20E+29,2.26E+29,5.51E+28,1.13462E-11,2.61062E-11,1.07078E-10
1463,6.11E+18,5.43E+29,2.39E+29,5.82E+28,1.12523E-11,2.55649E-11,1.04983E-10
1464,6.31E+18,5.67E+29,2.53E+29,6.14E+28,1.11287E-11,2.49407E-11,1.02769E-10
1465,6.52E+18,5.91E+29,2.67E+29,6.48E+28,1.10321E-11,2.44195E-11,1.00617E-10
1466,6.73E+18,6.16E+29,2.82E+29,6.82E+28,1.09253E-11,2.38652E-11,9.86804E-11
1467,6.94E+18,6.41E+29,2.97E+29,7.18E+28,1.08268E-11,2.3367E-11,9.66574E-11
1468,7.15E+18,6.67E+29,3.12E+29,7.54E+28,1.07196E-11,2.29167E-11,9.48276E-11
1469,7.36E+18,6.93E+29,3.28E+29,7.92E+28,1.06205E-11,2.2439E-11,9.29293E-11
1470,7.56E+18,7.19E+29,3.45E+29,8.31E+28,1.05146E-11,2.1913E-11,9.09747E-11
1471,7.85E+18,7.53E+29,3.66E+29,8.80E+28,1.0425E-11,2.14481E-11,8.92045E-11
1472,8.14E+18,7.88E+29,3.87E+29,9.31E+28,1.03299E-11,2.10336E-11,8.74329E-11
1473,8.43E+18,8.24E+29,4.09E+29,9.83E+28,1.02306E-11,2.06112E-11,8.57579E-11
1474,8.72E+18,8.60E+29,4.32E+29,1.04E+29,1.01395E-11,2.01852E-11,8.38462E-11
1475,9.00E+18,8.97E+29,4.56E+29,1.09E+29,1.00334E-11,1.97368E-11,8.25688E-11
1476,9.29E+18,9.35E+29,4.80E+29,1.15E+29,9.93583E-12,1.93542E-11,8.07826E-11
1477,9.58E+18,9.73E+29,5.05E+29,1.21E+29,9.84584E-12,1.89703E-11,7.91736E-11
1478,9.87E+18,1.01E+30,5.31E+29,1.27E+29,9.77228E-12,1.85876E-11,7.77165E-11
1479,1.02E+19,1.05E+30,5.58E+29,1.33E+29,9.71429E-12,1.82796E-11,7.66917E-11
1480,1.04E+19,1.09E+30,5.85E+29,1.40E+29,9.54128E-12,1.77778E-11,7.42857E-11
1481,1.08E+19,1.14E+30,6.20E+29,1.48E+29,9.47368E-12,1.74194E-11,7.2973E-11
1482,1.12E+19,1.20E+30,6.56E+29,1.56E+29,9.33333E-12,1.70732E-11,7.17949E-11
1483,1.16E+19,1.25E+30,6.93E+29,1.65E+29,9.28E-12,1.67388E-11,7.0303E-11
1484,1.20E+19,1.30E+30,7.31E+29,1.74E+29,9.23077E-12,1.64159E-11,6.89655E-11
1485,1.24E+19,1.36E+30,7.70E+29,1.83E+29,9.11765E-12,1.61039E-11,6.77596E-11
1486,1.28E+19,1.42E+30,8.11E+29,1.92E+29,9.01408E-12,1.5783E-11,6.66667E-11
1487,1.32E+19,1.47E+30,8.52E+29,2.02E+29,8.97959E-12,1.5493E-11,6.53465E-11
1488,1.36E+19,1.53E+30,8.95E+29,2.12E+29,8.88889E-12,1.51955E-11,6.41509E-11
1489,1.40E+19,1.59E+30,9.40E+29,2.22E+29,8.80503E-12,1.48936E-11,6.30631E-11
1490,1.44E+19,1.65E+30,9.85E+29,2.33E+29,8.72727E-12,1.46193E-11,6.18026E-11
1491,1.50E+19,1.73E+30,1.04E+30,2.46E+29,8.67052E-12,1.44231E-11,6.09756E-11
1492,1.55E+19,1.81E+30,1.10E+30,2.60E+29,8.56354E-12,1.40909E-11,5.96154E-11
1493,1.61E+19,1.89E+30,1.16E+30,2.74E+29,8.51852E-12,1.38793E-11,5.87591E-11
1494,1.66E+19,1.98E+30,1.23E+30,2.89E+29,8.38384E-12,1.34959E-11,5.74394E-11
1495,1.72E+19,2.06E+30,1.29E+30,3.04E+29,8.34951E-12,1.33333E-11,5.65789E-11
1496,1.78E+19,2.15E+30,1.36E+30,3.19E+29,8.27907E-12,1.30882E-11,5.57994E-11
1497,1.83E+19,2.23E+30,1.43E+30,3.35E+29,8.20628E-12,1.27972E-11,5.46269E-11
1498,1.89E+19,2.32E+30,1.50E+30,3.52E+29,8.14655E-12,1.26E-11,5.36932E-11
1499,1.94E+19,2.41E+30,1.57E+30,3.68E+29,8.04979E-12,1.23567E-11,5.27174E-11
1500,2.00E+19,2.50E+30,1.65E+30,3.86E+29,8E-12,1.21212E-11,5.18135E-11
1501,2.07E+19,2.62E+30,1.74E+30,4.08E+29,7.90076E-12,1.18966E-11,5.07353E-11
1502,2.15E+19,2.74E+30,1.84E+30,4.30E+29,7.84672E-12,1.16848E-11,5E-11
1503,2.23E+19,2.86E+30,1.94E+30,4.54E+29,7.7972E-12,1.14948E-11,4.91189E-11
1504,2.30E+19,2.99E+30,2.04E+30,4.78E+29,7.69231E-12,1.12745E-11,4.81172E-11
1505,2.38E+19,3.12E+30,2.15E+30,5.02E+29,7.62821E-12,1.10698E-11,4.74104E-11
1506,2.46E+19,3.25E+30,2.26E+30,5.27E+29,7.56923E-12,1.0885E-11,4.66793E-11
1507,2.53E+19,3.38E+30,2.37E+30,5.53E+29,7.48521E-12,1.06751E-11,4.57505E-11
1508,2.61E+19,3.51E+30,2.49E+30,5.80E+29,7.4359E-12,1.04819E-11,4.5E-11
1509,2.69E+19,3.65E+30,2.61E+30,6.08E+29,7.36986E-12,1.03065E-11,4.42434E-11
1510,2.76E+19,3.78E+30,2.73E+30,6.36E+29,7.30159E-12,1.01099E-11,4.33962E-11
1511,2.87E+19,3.96E+30,2.89E+30,6.72E+29,7.24747E-12,9.9308E-12,4.27083E-11
1512,2.98E+19,4.15E+30,3.05E+30,7.09E+29,7.18072E-12,9.77049E-12,4.2031E-11
1513,3.08E+19,4.33E+30,3.21E+30,7.47E+29,7.11316E-12,9.59502E-12,4.12316E-11
1514,3.19E+19,4.52E+30,3.38E+30,7.86E+29,7.05752E-12,9.43787E-12,4.05852E-11
1515,3.30E+19,4.71E+30,3.56E+30,8.26E+29,7.00637E-12,9.26966E-12,3.99516E-11
1516,3.40E+19,4.91E+30,3.74E+30,8.67E+29,6.92464E-12,9.09091E-12,3.92157E-11
1517,3.51E+19,5.11E+30,3.92E+30,9.09E+29,6.86888E-12,8.95408E-12,3.86139E-11
1518,3.61E+19,5.31E+30,4.11E+30,9.53E+29,6.79849E-12,8.78345E-12,3.78804E-11
1519,3.72E+19,5.51E+30,4.31E+30,9.97E+29,6.75136E-12,8.63109E-12,3.73119E-11
1520,3.83E+19,5.72E+30,4.51E+30,1.04E+30,6.6958E-12,8.49224E-12,3.68269E-11
1521,3.97E+19,5.99E+30,4.76E+30,1.10E+30,6.62771E-12,8.34034E-12,3.60909E-11
1522,4.12E+19,6.27E+30,5.03E+30,1.16E+30,6.57097E-12,8.19085E-12,3.55172E-11
1523,4.27E+19,6.55E+30,5.30E+30,1.22E+30,6.51908E-12,8.0566E-12,3.5E-11
1524,4.42E+19,6.83E+30,5.57E+30,1.29E+30,6.47145E-12,7.93537E-12,3.42636E-11
1525,4.57E+19,7.12E+30,5.86E+30,1.35E+30,6.41854E-12,7.79863E-12,3.38519E-11
1526,4.71E+19,7.42E+30,6.15E+30,1.42E+30,6.34771E-12,7.65854E-12,3.3169E-11
1527,4.86E+19,7.71E+30,6.45E+30,1.49E+30,6.3035E-12,7.53488E-12,3.26174E-11
1528,5.01E+19,8.02E+30,6.76E+30,1.56E+30,6.24688E-12,7.41124E-12,3.21154E-11
1529,5.16E+19,8.32E+30,7.08E+30,1.63E+30,6.20192E-12,7.28814E-12,3.16564E-11
1530,5.30E+19,8.64E+30,7.40E+30,1.70E+30,6.13426E-12,7.16216E-12,3.11765E-11
1531,5.51E+19,9.05E+30,7.82E+30,1.80E+30,6.0884E-12,7.04604E-12,3.06111E-11
1532,5.71E+19,9.46E+30,8.25E+30,1.90E+30,6.03594E-12,6.92121E-12,3.00526E-11
1533,5.92E+19,9.89E+30,8.69E+30,2.00E+30,5.98584E-12,6.81243E-12,2.96E-11
1534,6.13E+19,1.03E+31,9.14E+30,2.10E+30,5.95146E-12,6.70678E-12,2.91905E-11
1535,6.33E+19,1.08E+31,9.60E+30,2.20E+30,5.86111E-12,6.59375E-12,2.87727E-11
1536,6.54E+19,1.12E+31,1.01E+31,2.31E+30,5.83929E-12,6.47525E-12,2.83117E-11
1537,6.74E+19,1.16E+31,1.06E+31,2.42E+30,5.81034E-12,6.35849E-12,2.78512E-11
1538,6.95E+19,1.21E+31,1.11E+31,2.54E+30,5.7438E-12,6.26126E-12,2.73622E-11
1539,7.15E+19,1.26E+31,1.16E+31,2.65E+30,5.6746E-12,6.16379E-12,2.69811E-11
1540,7.36E+19,1.30E+31,1.21E+31,2.77E+30,5.66154E-12,6.08264E-12,2.65704E-11
1541,7.64E+19,1.37E+31,1.28E+31,2.93E+30,5.57664E-12,5.96875E-12,2.60751E-11
1542,7.93E+19,1.43E+31,1.35E+31,3.08E+30,5.54545E-12,5.87407E-12,2.57468E-11
1543,8.21E+19,1.49E+31,1.42E+31,3.25E+30,5.51007E-12,5.78169E-12,2.52615E-11
1544,8.50E+19,1.56E+31,1.49E+31,3.41E+30,5.44872E-12,5.7047E-12,2.49267E-11
1545,8.78E+19,1.62E+31,1.57E+31,3.58E+30,5.41975E-12,5.59236E-12,2.45251E-11
1546,9.07E+19,1.69E+31,1.64E+31,3.76E+30,5.36686E-12,5.53049E-12,2.41223E-11
1547,9.36E+19,1.76E+31,1.72E+31,3.93E+30,5.31818E-12,5.44186E-12,2.38168E-11
1548,9.64E+19,1.83E+31,1.80E+31,4.12E+30,5.26776E-12,5.35556E-12,2.33981E-11
1549,9.93E+19,1.90E+31,1.89E+31,4.30E+30,5.22632E-12,5.25397E-12,2.3093E-11
1550,1.02E+20,1.97E+31,1.97E+31,4.50E+30,5.17766E-12,5.17766E-12,2.26667E-11
1551,1.06E+20,2.06E+31,2.08E+31,4.74E+30,5.14563E-12,5.09615E-12,2.23629E-11
1552,1.10E+20,2.15E+31,2.19E+31,5.00E+30,5.11628E-12,5.02283E-12,2.2E-11
1553,1.14E+20,2.25E+31,2.31E+31,5.26E+30,5.06667E-12,4.93506E-12,2.1673E-11
1554,1.18E+20,2.35E+31,2.42E+31,5.52E+30,5.02128E-12,4.87603E-12,2.13768E-11
1555,1.22E+20,2.45E+31,2.55E+31,5.80E+30,4.97959E-12,4.78431E-12,2.10345E-11
1556,1.26E+20,2.55E+31,2.67E+31,6.08E+30,4.94118E-12,4.7191E-12,2.07237E-11
1557,1.30E+20,2.65E+31,2.80E+31,6.36E+30,4.90566E-12,4.64286E-12,2.04403E-11
1558,1.34E+20,2.75E+31,2.93E+31,6.66E+30,4.87273E-12,4.57338E-12,2.01201E-11
1559,1.38E+20,2.86E+31,3.06E+31,6.96E+30,4.82517E-12,4.5098E-12,1.98276E-11
1560,1.42E+20,2.97E+31,3.20E+31,7.27E+30,4.78114E-12,4.4375E-12,1.95323E-11
1561,1.47E+20,3.11E+31,3.37E+31,7.67E+30,4.72669E-12,4.36202E-12,1.91656E-11
1562,1.53E+20,3.25E+31,3.55E+31,8.07E+30,4.70769E-12,4.30986E-12,1.89591E-11
1563,1.58E+20,3.40E+31,3.74E+31,8.50E+30,4.64706E-12,4.2246E-12,1.85882E-11
1564,1.64E+20,3.55E+31,3.94E+31,8.95E+30,4.61972E-12,4.16244E-12,1.8324E-11
1565,1.69E+20,3.71E+31,4.15E+31,9.41E+30,4.55526E-12,4.07229E-12,1.79596E-11
1566,1.75E+20,3.87E+31,4.36E+31,9.88E+30,4.52196E-12,4.01376E-12,1.77126E-11
1567,1.81E+20,4.04E+31,4.57E+31,1.04E+31,4.4802E-12,3.96061E-12,1.74038E-11
1568,1.86E+20,4.20E+31,4.79E+31,1.09E+31,4.42857E-12,3.88309E-12,1.70642E-11
1569,1.92E+20,4.37E+31,5.02E+31,1.14E+31,4.39359E-12,3.8247E-12,1.68421E-11
1570,1.97E+20,4.54E+31,5.26E+31,1.19E+31,4.33921E-12,3.74525E-12,1.65546E-11
1571,2.05E+20,4.77E+31,5.56E+31,1.26E+31,4.29769E-12,3.68705E-12,1.62698E-11
1572,2.13E+20,5.00E+31,5.87E+31,1.33E+31,4.26E-12,3.62862E-12,1.6015E-11
1573,2.20E+20,5.23E+31,6.18E+31,1.40E+31,4.2065E-12,3.55987E-12,1.57143E-11
1574,2.28E+20,5.47E+31,6.51E+31,1.47E+31,4.16819E-12,3.5023E-12,1.55102E-11
1575,2.36E+20,5.72E+31,6.84E+31,1.55E+31,4.12587E-12,3.45029E-12,1.52258E-11
1576,2.43E+20,5.96E+31,7.19E+31,1.63E+31,4.07718E-12,3.37969E-12,1.4908E-11
1577,2.51E+20,6.21E+31,7.54E+31,1.71E+31,4.04187E-12,3.32891E-12,1.46784E-11
1578,2.59E+20,6.47E+31,7.90E+31,1.79E+31,4.00309E-12,3.27848E-12,1.44693E-11
1579,2.67E+20,6.73E+31,8.28E+31,1.87E+31,3.96731E-12,3.22464E-12,1.42781E-11
1580,2.74E+20,6.99E+31,8.66E+31,1.96E+31,3.91989E-12,3.16397E-12,1.39796E-11
1581,2.85E+20,7.34E+31,9.15E+31,2.07E+31,3.88283E-12,3.11475E-12,1.37681E-11
1582,2.96E+20,7.69E+31,9.65E+31,2.18E+31,3.84915E-12,3.06736E-12,1.3578E-11
1583,3.06E+20,8.05E+31,1.02E+32,2.30E+31,3.80124E-12,3E-12,1.33043E-11
1584,3.17E+20,8.41E+31,1.07E+32,2.41E+31,3.76932E-12,2.96262E-12,1.31535E-11
1585,3.28E+20,8.79E+31,1.12E+32,2.54E+31,3.73151E-12,2.92857E-12,1.29134E-11
1586,3.39E+20,9.16E+31,1.18E+32,2.66E+31,3.70087E-12,2.87288E-12,1.27444E-11
1587,3.49E+20,9.55E+31,1.24E+32,2.79E+31,3.65445E-12,2.81452E-12,1.2509E-11
1588,3.60E+20,9.94E+31,1.30E+32,2.92E+31,3.62173E-12,2.76923E-12,1.23288E-11
1589,3.71E+20,1.03E+32,1.36E+32,3.06E+31,3.60194E-12,2.72794E-12,1.21242E-11
1590,3.82E+20,1.07E+32,1.42E+32,3.20E+31,3.57009E-12,2.69014E-12,1.19375E-11
1591,3.97E+20,1.13E+32,1.50E+32,3.38E+31,3.51327E-12,2.64667E-12,1.17456E-11
1592,4.12E+20,1.18E+32,1.58E+32,3.56E+31,3.49153E-12,2.60759E-12,1.1573E-11
1593,4.27E+20,1.24E+32,1.66E+32,3.75E+31,3.44355E-12,2.57229E-12,1.13867E-11
1594,4.42E+20,1.29E+32,1.75E+32,3.94E+31,3.42636E-12,2.52571E-12,1.12183E-11
1595,4.57E+20,1.35E+32,1.84E+32,4.14E+31,3.38519E-12,2.4837E-12,1.10386E-11
1596,4.72E+20,1.41E+32,1.93E+32,4.34E+31,3.34752E-12,2.4456E-12,1.08756E-11
1597,4.87E+20,1.46E+32,2.02E+32,4.55E+31,3.33562E-12,2.41089E-12,1.07033E-11
1598,5.02E+20,1.52E+32,2.12E+32,4.77E+31,3.30263E-12,2.36792E-12,1.05241E-11
1599,5.17E+20,1.58E+32,2.22E+32,4.98E+31,3.27215E-12,2.32883E-12,1.03815E-11
1600,5.32E+20,1.64E+32,2.30E+32,5.21E+31,3.2439E-12,2.31304E-12,1.02111E-11
1601,5.53E+20,1.73E+32,2.42E+32,5.57E+31,3.19653E-12,2.28512E-12,9.92819E-12
1602,5.74E+20,1.81E+32,2.53E+32,5.94E+31,3.17127E-12,2.26877E-12,9.6633E-12
1603,5.95E+20,1.89E+32,2.65E+32,6.33E+31,3.14815E-12,2.24528E-12,9.39968E-12
1604,6.16E+20,1.98E+32,2.77E+32,6.73E+31,3.11111E-12,2.22383E-12,9.15305E-12
1605,6.37E+20,2.06E+32,2.89E+32,7.15E+31,3.09223E-12,2.20415E-12,8.90909E-12
1606,6.57E+20,2.15E+32,3.01E+32,7.58E+31,3.05581E-12,2.18272E-12,8.66755E-12
1607,6.78E+20,2.24E+32,3.14E+32,8.03E+31,3.02679E-12,2.15924E-12,8.44334E-12
1608,6.99E+20,2.33E+32,3.26E+32,8.50E+31,3E-12,2.14417E-12,8.22353E-12
1609,7.20E+20,2.42E+32,3.39E+32,8.98E+31,2.97521E-12,2.12389E-12,8.01782E-12
1610,7.41E+20,2.52E+32,3.52E+32,9.48E+31,2.94048E-12,2.10511E-12,7.81646E-12
1611,7.71E+20,2.64E+32,3.70E+32,1.01E+32,2.92045E-12,2.08378E-12,7.63366E-12
1612,8.00E+20,2.77E+32,3.87E+32,1.08E+32,2.88809E-12,2.06718E-12,7.40741E-12
1613,8.29E+20,2.89E+32,4.05E+32,1.14E+32,2.86851E-12,2.04691E-12,7.27193E-12
1614,8.58E+20,3.02E+32,4.23E+32,1.21E+32,2.84106E-12,2.02837E-12,7.09091E-12
1615,8.88E+20,3.15E+32,4.42E+32,1.29E+32,2.81905E-12,2.00905E-12,6.88372E-12
1616,9.17E+20,3.29E+32,4.60E+32,1.36E+32,2.78723E-12,1.99348E-12,6.74265E-12
1617,9.46E+20,3.42E+32,4.79E+32,1.44E+32,2.76608E-12,1.97495E-12,6.56944E-12
1618,9.76E+20,3.56E+32,4.99E+32,1.52E+32,2.74157E-12,1.95591E-12,6.42105E-12
1619,1.00E+21,3.70E+32,5.18E+32,1.60E+32,2.7027E-12,1.9305E-12,6.25E-12
1620,1.03E+21,3.84E+32,5.38E+32,1.69E+32,2.68229E-12,1.9145E-12,6.09467E-12
1621,1.08E+21,4.03E+32,5.64E+32,1.79E+32,2.6799E-12,1.91489E-12,6.03352E-12
1622,1.12E+21,4.22E+32,5.91E+32,1.91E+32,2.65403E-12,1.89509E-12,5.86387E-12
1623,1.16E+21,4.42E+32,6.18E+32,2.02E+32,2.62443E-12,1.87702E-12,5.74257E-12
1624,1.20E+21,4.61E+32,6.46E+32,2.14E+32,2.60304E-12,1.85759E-12,5.60748E-12
1625,1.24E+21,4.81E+32,6.74E+32,2.27E+32,2.57796E-12,1.83976E-12,5.46256E-12
1626,1.28E+21,5.02E+32,7.02E+32,2.39E+32,2.5498E-12,1.82336E-12,5.35565E-12
1627,1.32E+21,5.22E+32,7.31E+32,2.53E+32,2.52874E-12,1.80575E-12,5.21739E-12
1628,1.36E+21,5.43E+32,7.61E+32,2.66E+32,2.5046E-12,1.78712E-12,5.11278E-12
1629,1.40E+21,5.65E+32,7.90E+32,2.80E+32,2.47788E-12,1.77215E-12,5E-12
1630,1.44E+21,5.86E+32,8.21E+32,2.95E+32,2.45734E-12,1.75396E-12,4.88136E-12
1631,1.50E+21,6.15E+32,8.61E+32,3.13E+32,2.43902E-12,1.74216E-12,4.79233E-12
1632,1.56E+21,6.44E+32,9.01E+32,3.32E+32,2.42236E-12,1.73141E-12,4.6988E-12
1633,1.62E+21,6.73E+32,9.43E+32,3.52E+32,2.40713E-12,1.71792E-12,4.60227E-12
1634,1.67E+21,7.03E+32,9.84E+32,3.72E+32,2.37553E-12,1.69715E-12,4.48925E-12
1635,1.73E+21,7.34E+32,1.03E+33,3.93E+32,2.35695E-12,1.67961E-12,4.40204E-12
1636,1.79E+21,7.64E+32,1.07E+33,4.14E+32,2.34293E-12,1.6729E-12,4.32367E-12
1637,1.84E+21,7.96E+32,1.11E+33,4.37E+32,2.31156E-12,1.65766E-12,4.21053E-12
1638,1.90E+21,8.28E+32,1.16E+33,4.60E+32,2.29469E-12,1.63793E-12,4.13043E-12
1639,1.96E+21,8.60E+32,1.20E+33,4.83E+32,2.27907E-12,1.63333E-12,4.05797E-12
1640,2.02E+21,8.93E+32,1.25E+33,5.08E+32,2.26204E-12,1.616E-12,3.97638E-12
1641,2.10E+21,9.36E+32,1.31E+33,5.39E+32,2.24359E-12,1.60305E-12,3.8961E-12
1642,2.18E+21,9.80E+32,1.37E+33,5.71E+32,2.22449E-12,1.59124E-12,3.81786E-12
1643,2.26E+21,1.03E+33,1.44E+33,6.04E+32,2.19417E-12,1.56944E-12,3.74172E-12
1644,2.34E+21,1.07E+33,1.50E+33,6.38E+32,2.18692E-12,1.56E-12,3.66771E-12
1645,2.42E+21,1.12E+33,1.56E+33,6.73E+32,2.16071E-12,1.55128E-12,3.59584E-12
1646,2.50E+21,1.16E+33,1.63E+33,7.09E+32,2.15517E-12,1.53374E-12,3.52609E-12
1647,2.58E+21,1.21E+33,1.70E+33,7.46E+32,2.13223E-12,1.51765E-12,3.45845E-12
1648,2.66E+21,1.26E+33,1.76E+33,7.84E+32,2.11111E-12,1.51136E-12,3.39286E-12
1649,2.74E+21,1.31E+33,1.83E+33,8.24E+32,2.0916E-12,1.49727E-12,3.32524E-12
1650,2.82E+21,1.36E+33,1.90E+33,8.64E+32,2.07353E-12,1.48421E-12,3.26389E-12
1651,2.93E+21,1.42E+33,1.99E+33,9.16E+32,2.06338E-12,1.47236E-12,3.19869E-12
1652,3.04E+21,1.49E+33,2.09E+33,9.70E+32,2.04027E-12,1.45455E-12,3.13402E-12
1653,3.16E+21,1.56E+33,2.18E+33,1.02E+33,2.02564E-12,1.44954E-12,3.09804E-12
1654,3.27E+21,1.63E+33,2.28E+33,1.08E+33,2.00613E-12,1.43421E-12,3.02778E-12
1655,3.38E+21,1.70E+33,2.38E+33,1.14E+33,1.98824E-12,1.42017E-12,2.96491E-12
1656,3.49E+21,1.77E+33,2.48E+33,1.20E+33,1.97175E-12,1.40726E-12,2.90833E-12
1657,3.61E+21,1.84E+33,2.58E+33,1.26E+33,1.96196E-12,1.39922E-12,2.86508E-12
1658,3.72E+21,1.91E+33,2.68E+33,1.33E+33,1.94764E-12,1.38806E-12,2.79699E-12
1659,3.83E+21,1.99E+33,2.78E+33,1.39E+33,1.92462E-12,1.3777E-12,2.7554E-12
1660,3.94E+21,2.06E+33,2.89E+33,1.46E+33,1.91262E-12,1.36332E-12,2.69863E-12
1661,4.10E+21,2.16E+33,3.03E+33,1.54E+33,1.89815E-12,1.35314E-12,2.66234E-12
1662,4.26E+21,2.27E+33,3.17E+33,1.63E+33,1.87665E-12,1.34385E-12,2.6135E-12
1663,4.42E+21,2.37E+33,3.32E+33,1.72E+33,1.86498E-12,1.33133E-12,2.56977E-12
1664,4.58E+21,2.47E+33,3.46E+33,1.82E+33,1.85425E-12,1.3237E-12,2.51648E-12
1665,4.73E+21,2.58E+33,3.61E+33,1.91E+33,1.83333E-12,1.31025E-12,2.47644E-12
1666,4.89E+21,2.69E+33,3.76E+33,2.01E+33,1.81784E-12,1.30053E-12,2.43284E-12
